epoch,train_loss,val_loss,val_psnr
0,0.015125951557247727,0.012800609692931175,18.94269686193889
1,0.012628367705339635,,
2,0.01254081984774934,0.011228359304368496,19.578387103241386
3,0.012131930604853012,,
4,0.012268996625034898,0.01196390762925148,19.25199977762302
5,0.012193122188802119,,
6,0.011792079545557499,0.012378092855215073,19.138355330351278
7,0.011948303319513798,,
8,0.011926010630472942,0.011504088528454304,19.43912944091371
9,0.0118990792306485,,
10,0.011730007999749095,0.010740618221461773,19.805210288323885
11,0.011811775500299755,,
12,0.011929603224551236,0.01033950224518776,20.061446141306664
13,0.011795329895836336,,
14,0.01185029210453784,0.010912829078733921,19.646521086097955
15,0.012139313543836275,,
16,0.011568344853542469,0.011256257072091103,19.525937008914386
17,0.01162310261969213,,
18,0.01174442152734156,0.010618527419865131,19.79168265267934
19,0.01153921460111936,,
20,0.011492349448855277,0.010772187262773514,19.726047936406584
21,0.011462011581493748,,
22,0.011707582166073498,0.010379895567893982,20.033860551066585
23,0.011747973867588572,,
24,0.011694872510378007,0.010566430166363716,19.814079639727467
25,0.011746728965253741,,
26,0.011789031602718212,0.011383803561329842,19.49966543059832
27,0.011419761374040886,,
28,0.011542117826778579,0.010991954244673252,19.63577582735403
29,0.011643047651482953,,
30,0.011526048666349164,0.011162546463310719,19.64251877644949
31,0.011843175765264917,,
32,0.011617893904999451,0.012426276691257954,19.242345840435778
33,0.011635210503030706,,
34,0.011666663198007477,0.010380775667726994,19.94819828001981
35,0.011306673840240197,,
36,0.011573961142588544,0.011104595847427845,19.55018878713607
37,0.011323020086382274,,
38,0.01122779461244742,0.01134390290826559,19.495203308755467
39,0.011703599485810156,,
40,0.011640760064538982,0.010900961235165596,19.676225608637097
41,0.011360772954369033,,
42,0.011708998121321201,0.01115778274834156,19.551359503161255
43,0.011492297415518098,,
44,0.011824058748229786,0.010905197821557522,19.6583474306586
45,0.01153849210176203,,
46,0.011482291923904861,0.010364146903157234,19.90243166240444
47,0.01107045335488187,,
48,0.011283088199518345,0.010594066232442856,19.818247106770528
49,0.011297358889822607,,
50,0.01147432328650245,0.010805458761751652,19.66600967076493
51,0.011196329361862607,,
52,0.011470355800594445,0.010953708551824093,19.613824613099403
53,0.011178860785784546,,
54,0.011205191603275362,0.010385286994278431,19.88506160213404
55,0.011335499757141978,,
56,0.011266556809897776,0.011341328732669353,19.512687295396503
57,0.011147380772012251,,
