epoch,train_loss,val_loss,val_psnr
0,0.0817560186540639,0.06479553133249283,11.887173649581078
1,0.04226301072372331,,
2,0.033632899807007226,0.03250623494386673,14.929867485363523
3,0.029682370799559134,,
4,0.02700150557966144,0.025195669382810593,15.988146516758096
5,0.02436286742212596,,
6,0.022807926698415366,0.020631974563002586,16.944958213856303
7,0.023006170712135458,,
8,0.021299921872991102,0.02023470401763916,16.95238599159699
9,0.020752349316521927,,
10,0.020260588576396305,0.019660647958517075,17.06470164518437
11,0.020416500529757253,,
12,0.019748628553416993,0.019785644486546516,17.047773592039118
13,0.01950134512864881,,
14,0.019291561786775237,0.017606019973754883,17.608413157632604
15,0.01899232211764212,,
16,0.019057857114131802,0.016552532091736794,18.04116359941845
17,0.018485331286986668,,
18,0.018715218640863895,0.018147394061088562,17.4264027562392
19,0.018278923230590643,,
20,0.01784523776559918,0.0183538980782032,17.400298342406774
21,0.018170578025833325,,
22,0.018405764294719254,0.01805621013045311,17.435053110807786
23,0.018150200515433593,,
24,0.017929222538239427,0.019130731001496315,17.234623757700213
25,0.01755410950216982,,
26,0.017824976774001564,0.016336554661393166,17.92060144011147
27,0.017845871996272494,,
28,0.017377569409156288,0.01617092825472355,18.009878987823434
29,0.01758650852436269,,
30,0.017247423702092084,0.015858139842748642,18.149739472598956
31,0.017432197480014077,,
32,0.017479404876077617,0.01682281121611595,17.782336778528418
33,0.01768435406740065,,
34,0.0172932888208716,0.016217166557908058,17.94073782588955
35,0.016975372995215433,,
36,0.017523767875024566,0.016391538083553314,17.913528714603817
37,0.017214870459779544,,
38,0.01682898667813451,0.01693238690495491,17.773414513587696
39,0.016799256309039064,,
40,0.01678573105622221,0.015963831916451454,18.000367915160943
41,0.017114148751177168,,
42,0.01701529934588406,0.01748526282608509,17.60552955615258
43,0.016855191266923038,,
44,0.016493164796244214,0.015874261036515236,18.03409044713144
45,0.016847203968575707,,
46,0.01674673047468618,0.015659591183066368,18.117030610828035
47,0.01677490829455632,,
48,0.016975803059284336,0.01857980526983738,17.48994587003312
49,0.016718671415691024,,
50,0.016179053595772496,0.016786646097898483,17.784538985156935
51,0.016432554426568526,,
52,0.016895754228311556,0.01633041352033615,17.88297182909607
53,0.016509953230895377,,
54,0.0163884281905161,0.01674608513712883,17.8101429849523
55,0.0166991230238367,,
56,0.01607829901493258,0.017056498676538467,17.759611340491134
57,0.0160946289629296,,
58,0.016168682180621004,0.015966901555657387,17.97606321613796
59,0.016203998277584713,,
60,0.016211945977475908,0.015115897171199322,18.309404543181508
61,0.01661520316782925,,
62,0.016174108859289577,0.01446034386754036,18.564674313379896
63,0.01581904009260513,,
64,0.01611743877745337,0.015835599973797798,18.007735837144892
65,0.016473366568485897,,
66,0.016075297431261452,0.015573173761367798,18.08270414413081
67,0.016012194324974662,,
68,0.015904417364961572,0.015465226955711842,18.118737735745796
69,0.016112601246546815,,
70,0.016099390297852182,0.015789294615387917,18.062199792613164
71,0.015893273676435154,,
72,0.015878774122231536,0.014312764629721642,18.555654981799577
73,0.0156889034918061,,
74,0.015866686624509317,0.01470231730490923,18.3602874276791
75,0.015792610503181263,,
76,0.01560025231015903,0.015564320608973503,18.122643675830844
77,0.015509339601353363,,
78,0.015754868241923826,0.01569247804582119,18.10418079859612
79,0.01551932893279526,,
80,0.015466809583206972,0.01415098924189806,18.611407324383805
81,0.015402614932369304,,
82,0.015694810767416602,0.015314784832298756,18.17187362990072
83,0.01564941310358268,,
84,0.01548169415306162,0.015976008027791977,18.035684380824467
85,0.015459778408209482,,
86,0.01546122451071386,0.015142031013965607,18.222902279658296
87,0.015892103900788008,,
88,0.01582306468238433,0.014371021650731564,18.47303238750542
89,0.015106869223355144,,
90,0.015171250466395307,0.01519528217613697,18.192753197442737
91,0.015786420312468654,,
92,0.01533336902934092,0.01594477705657482,18.033803293079288
93,0.015493450030960419,,
94,0.014849764381155924,0.014647386968135834,18.381465667210733
95,0.015336241435121608,,
96,0.015469595100040789,0.015828346833586693,18.071956364985574
97,0.015564946940651646,,
98,0.015132174654691308,0.014139615930616856,18.531510056748836
99,0.01530344342743909,,
100,0.015055367757600767,0.01675603911280632,18.00109030984309
101,0.015355250660192084,,
102,0.015013426611268962,0.01580893062055111,18.09311326519021
103,0.015277951265926714,,
104,0.015157383763127856,0.014312861487269402,18.45778485717384
105,0.015727717912307492,,
106,0.01493730116635561,0.014539962634444237,18.386219851275
107,0.015151545301907592,,
108,0.014921519077486463,0.013941222801804543,18.619472835497653
109,0.014684186523987187,,
110,0.014979299985700183,0.014878974296152592,18.288989560765614
111,0.014893878423781306,,
112,0.01521922844565577,0.014857283793389797,18.318929137695108
113,0.015440199662137914,,
114,0.014971512266331248,0.015183402225375175,18.231284877187523
115,0.014967170957889821,,
116,0.014939362217706663,0.013386544771492481,18.986895784372987
117,0.014835968855078574,,
118,0.014792633967267143,0.014752347022294998,18.327831661769373
119,0.01528482173603994,,
120,0.014754791640573077,0.013946497812867165,18.617138632676333
121,0.014996099561728813,,
122,0.014762186238335239,0.013943569734692574,18.595206808176812
123,0.015092068834713212,,
124,0.014827773492369387,0.013776976615190506,18.671362955478727
125,0.014489703190823397,,
126,0.014956089598989045,0.014159810729324818,18.55057790059465
127,0.014955312393053814,,
128,0.01499811863457715,0.015981242060661316,18.097537777425543
129,0.014946747088321933,,
130,0.01506033850212892,0.014207210391759872,18.480817571452413
131,0.014576842422010723,,
132,0.014465345276726617,0.014533347450196743,18.395394200203217
133,0.014744024413327375,,
134,0.01427386625221482,0.013912106864154339,18.58643776050571
135,0.014509406734119963,,
136,0.015030066896643903,0.014100766740739346,18.51232647908652
137,0.014860788808652648,,
138,0.014486838097649592,0.013525500893592834,18.75640907422465
139,0.0145329295968016,,
140,0.014923098290132152,0.013737228699028492,18.71087808432092
141,0.014751001123200965,,
142,0.014957376824760879,0.014974668622016907,18.301776313768798
143,0.014721547736337891,,
144,0.01462762571733307,0.013353119604289532,18.89636039320663
145,0.01447450269565538,,
146,0.014449091697180713,0.013551413081586361,18.726689262976706
147,0.014343660945693651,,
148,0.01439508512892105,0.013407719321548939,18.791124482942802
149,0.014218492433428764,,
150,0.014376351471852374,0.013361476361751556,18.78740170015245
151,0.014478827240290466,,
152,0.014493703876656515,0.013140792958438396,18.933157852706618
153,0.014930463913414214,,
154,0.014386536001607223,0.013875980861485004,18.615754167556037
155,0.014291625124988732,,
156,0.014427570867593642,0.013420501723885536,18.7875377154034
157,0.014382469743766167,,
158,0.014313308832546076,0.013803601264953613,18.616210106305026
159,0.01424039662298229,,
160,0.014373092774163794,0.013526669703423977,18.798441936705757
161,0.014472470618784428,,
162,0.014037819441269946,0.013838094659149647,18.59074536797641
163,0.014497236728116317,,
164,0.01416122458047337,0.014136729761958122,18.51649900144934
165,0.014756608512942438,,
166,0.014317537140515115,0.013317227363586426,18.851737426225352
167,0.014486563943878369,,
168,0.014375195700537276,0.014119391329586506,18.548155784422356
169,0.014742755469072747,,
170,0.01423249479935125,0.015973487868905067,18.18330698547234
171,0.014491901905448348,,
172,0.014472687030556026,0.013007935136556625,18.982613799906446
173,0.014551386444105042,,
174,0.014108864694005914,0.01349804736673832,18.721867585624764
175,0.014274822858472666,,
176,0.014203096532987224,0.013382559642195702,18.80077511714139
177,0.014259574072504486,,
178,0.014125160528001961,0.013341492041945457,18.7851537094034
179,0.014132754842716234,,
180,0.014677698448024414,0.013306733220815659,18.802895404397447
181,0.014205804094672203,,
182,0.014100092463195324,0.013683747500181198,18.645519069957984
183,0.013933335189466123,,
184,0.01442008206827773,0.012642960995435715,19.166392729015946
185,0.014407418116375251,,
186,0.014042940025252325,0.012430701404809952,19.345839356085214
187,0.013985489564085449,,
188,0.014259682761298286,0.015498274937272072,18.23396760117794
189,0.014176571983154173,,
190,0.014302257517421688,0.013499976135790348,18.713742363812887
191,0.01403773748488338,,
192,0.014122649302913083,0.014205511659383774,18.577109182919273
193,0.014132004162227665,,
194,0.014361165601898122,0.013436765410006046,18.76099615526818
195,0.014109865624319625,,
196,0.014075532348619567,0.014212453737854958,18.488695603599076
197,0.01410957988075636,,
198,0.01407229175998105,0.012452802620828152,19.255203062633885
199,0.014392134802484954,,
200,0.014377025645916109,0.01281729806214571,19.00033254941733
201,0.01425879565929925,,
202,0.013862377515545598,0.014229823835194111,18.528077975824672
203,0.013802093419211882,,
204,0.013859140997131666,0.012890055775642395,19.03870789891684
205,0.013935116154176218,,
206,0.014293315647928804,0.013296715915203094,18.773754466755545
207,0.014071412867418042,,
208,0.014170122125910388,0.013298777863383293,18.791057686345912
209,0.013797040062922018,,
210,0.014098210260272026,0.014108529314398766,18.543562047229358
211,0.013771730716581698,,
212,0.01398241982139923,0.013208560645580292,18.809740311838976
213,0.01369628658587182,,
214,0.014088700387488913,0.014323189854621887,18.52379063782217
215,0.014036502585642867,,
216,0.013852327544656064,0.013371868059039116,18.795230784268956
217,0.013941846029074103,,
218,0.014148496194846101,0.014141924679279327,18.591952667165433
219,0.01393473131099233,,
220,0.013691609966810103,0.013877208344638348,18.609002365810767
221,0.013885559031256923,,
222,0.014022265664405294,0.01348608173429966,18.749382511973497
223,0.014146377125547992,,
224,0.013919405811638743,0.01372167281806469,18.63166384436407
225,0.01363080146688002,,
226,0.014111122047459637,0.013672838918864727,18.672208929700915
227,0.013793553432656659,,
228,0.013985686763017266,0.012660355307161808,19.065801925722912
229,0.013837779906612856,,
230,0.013888421364956431,0.0141229797154665,18.534367398995478
231,0.013887741947891536,,
232,0.01364630743585251,0.013375730253756046,18.7645000329561
233,0.01373310939029411,,
234,0.0138484138512501,0.012851002626121044,18.95356127195374
235,0.013722883675385404,,
236,0.013758383691310883,0.01406876090914011,18.561724094643907
237,0.013953633020045582,,
238,0.013773737889197137,0.012971602380275726,18.941450721982456
239,0.013981303441579695,,
240,0.01345998514443636,0.012627220712602139,19.115045149696353
241,0.013678280395214204,,
242,0.01398866320097888,0.013246025890111923,18.813722843793308
243,0.013598322316452308,,
244,0.013916246730972219,0.013925331644713879,18.591077721235536
245,0.013471314718049986,,
246,0.01358177643959169,0.013340447098016739,18.785174387575317
247,0.013825905336825936,,
248,0.013697375336454974,0.013350353576242924,18.770019197290836
249,0.013493998114157605,,
250,0.013576967917658665,0.012520027346909046,19.10805209018693
251,0.013587365789269959,,
252,0.013802699951661957,0.014019111171364784,18.555985409685725
253,0.01369115492949883,,
254,0.013768733755030014,0.013768270611763,18.655193749708438
255,0.013602639272533081,,
256,0.013470566762542283,0.013773903250694275,18.622985588157245
257,0.013570372705106382,,
258,0.013533897732418997,0.013399854302406311,18.733149024884266
259,0.013739388987973885,,
260,0.013825403664399076,0.013288863003253937,18.820205417700155
261,0.013600010666306372,,
262,0.013823754499080005,0.014421999454498291,18.473783610347176
263,0.014069406074230318,,
264,0.013622471062397515,0.013741228729486465,18.65453623276307
265,0.013722408252457777,,
266,0.013707555899465526,0.01243600994348526,19.14054287838627
267,0.013956283702066651,,
268,0.013644378114905622,0.01236399170011282,19.21011885883486
269,0.013287618549333679,,
270,0.0134186502546072,0.012355568818747997,19.197542340786846
271,0.01336908497399202,,
272,0.013679153941295765,0.01374426856637001,18.647390717324257
273,0.013654281695683798,,
274,0.013731843619434922,0.012294101528823376,19.201264780825046
275,0.013176036929642712,,
276,0.013318370406826338,0.013903607614338398,18.604332873707797
277,0.013593910055028068,,
278,0.013778386672061903,0.012920210137963295,18.96202511362668
279,0.01352569288401692,,
280,0.013307375488457856,0.013278326019644737,18.77968462022853
281,0.013534851027307686,,
282,0.013545103233169627,0.013689251616597176,18.690198873138065
283,0.013610386600097021,,
284,0.013298540238153052,0.012801239266991615,18.987312977816277
285,0.013468252425944363,,
286,0.013746859678239734,0.01307101920247078,18.8871020331776
287,0.013765838963014108,,
288,0.01331412830148582,0.013149109669029713,18.8170323346154
289,0.013734737169687395,,
290,0.013117994009344667,0.01368069089949131,18.6682596788053
291,0.013259524858936115,,
292,0.013994168662638575,0.013097718358039856,18.837382041318648
293,0.013290210696006263,,
294,0.013830226708065581,0.012887680903077126,18.91517419422117
295,0.013371429302626185,,
296,0.013464943919744756,0.014537379145622253,18.535792671766554
297,0.013417791851140835,,
298,0.013311797856456704,0.013819599524140358,18.640257791626862
299,0.013151494303235301,,
300,0.013214741385093442,0.013567567802965641,18.704536630615056
301,0.01347760269763293,,
302,0.013305016448376355,0.013500824570655823,18.74762241803625
303,0.01331976135433824,,
304,0.012857703147111115,0.013483045622706413,18.74016812042233
305,0.013465698118563052,,
306,0.013322960964783474,0.013321194797754288,18.763813449047383
307,0.013294337144880384,,
308,0.01331819138593144,0.01322880107909441,18.811719758709337
309,0.013225016874019746,,
310,0.013304307815377359,0.012197661213576794,19.231338048739353
311,0.013004225885702504,,
312,0.013123067440810028,0.013836379162967205,18.66938127584226
313,0.013477585899333159,,
314,0.013399168917978252,0.013301425613462925,18.79235601775534
315,0.013393159438338544,,
316,0.013318695610872022,0.012748537585139275,18.950769379307598
317,0.013376839527929271,,
318,0.013331025493917641,0.012600503861904144,19.02848059139265
319,0.013555221949462537,,
320,0.013222275646748367,0.012765150517225266,18.96546158823277
321,0.013104552403092384,,
322,0.013141721797486147,0.012334927916526794,19.14019118199611
323,0.013485353647006882,,
324,0.01304886928173127,0.013254803605377674,18.847737056748144
325,0.012953924084151233,,
326,0.013082196108169027,0.012675131671130657,18.99173734838295
327,0.013010411695749671,,
328,0.013731675843397776,0.012718327343463898,19.032532508896164
329,0.013337466158662681,,
330,0.013026571522156397,0.013638496398925781,18.71824616055615
331,0.013046326667622284,,
332,0.012975323772816747,0.01290622353553772,18.901755174408898
333,0.013009476406430756,,
334,0.013235149560151276,0.012657525949180126,18.99547654939357
335,0.013238290186833453,,
336,0.013032782753860508,0.012267282232642174,19.208503506067018
337,0.013185092730930558,,
338,0.01321024571855863,0.01422242820262909,18.58864155103377
339,0.013237742603653006,,
340,0.013221132775975598,0.012881104834377766,18.92220612484561
341,0.01326977958281835,,
342,0.013151827440769584,0.011960595846176147,19.31802672114789
343,0.013151419900909619,,
344,0.01317531322301538,0.012109581381082535,19.301568232482207
345,0.012895685931046804,,
346,0.013067701417538855,0.01252583134919405,19.067069849596507
347,0.012949376194565385,,
348,0.01326991376225595,0.013166168704628944,18.811151768629394
349,0.013412353410213082,,
350,0.01361156472315391,0.012677791528403759,18.979530887692192
351,0.013113621932764849,,
352,0.013199106134750225,0.013129125349223614,18.83902494866453
353,0.012839323151166792,,
354,0.012959069261948267,0.011379186064004898,19.73860222262172
355,0.013160658034461516,,
356,0.012968728111849891,0.012403855100274086,19.115667486807133
357,0.013500464942168307,,
358,0.013393049162847025,0.012592323124408722,19.01940175649778
359,0.012800303080843555,,
360,0.012820082785630668,0.012404656037688255,19.082558576134307
361,0.012940452244408705,,
362,0.013081939270099005,0.012170396745204926,19.236005891579367
363,0.013239952735602856,,
364,0.013077299903940272,0.012615611776709557,19.014136285998458
365,0.01282321323675138,,
366,0.012832145655044803,0.01275460235774517,18.97229189142852
367,0.013065643781037242,,
368,0.013229582389747654,0.012168400920927525,19.225227693281354
369,0.012922186404466629,,
370,0.012887753511744517,0.01278033759444952,18.937911309033115
371,0.012729202776595398,,
372,0.013090794319631878,0.012655351310968399,18.994913757151355
373,0.013007086839664865,,
374,0.013009629143332993,0.012210735119879246,19.193751182800373
375,0.012861575068974937,,
376,0.012656122049385751,0.011984158307313919,19.295854285015196
377,0.012902777883465643,,
378,0.013172195155035567,0.01329846866428852,18.818997083484078
379,0.012915228217564247,,
380,0.013004183320811501,0.013088298961520195,18.85145646916945
381,0.012721797658337487,,
382,0.013055183027905447,0.013229277916252613,18.818959120420708
383,0.012767245682577292,,
384,0.013102495697913346,0.012205438688397408,19.160788704489708
385,0.013078552153375413,,
386,0.012556135688942892,0.014125155285000801,18.654765974226557
387,0.012731906647483507,,
388,0.01284520707472607,0.012029633857309818,19.270180385980744
389,0.012976873562567763,,
390,0.013112743454122985,0.013264019973576069,18.818986458902494
391,0.013001723283970798,,
392,0.012900401562176369,0.01361966785043478,18.82284983588326
393,0.012845023224751154,,
394,0.012788339104089472,0.012959625571966171,18.937671927199148
395,0.013060225622245559,,
396,0.0129061847994173,0.01290628407150507,18.94682754764902
397,0.013014588884457393,,
398,0.012856237176391814,0.012646902352571487,18.988921406283318
399,0.012978768493566249,,
400,0.012881354808255478,0.013249377720057964,18.900963945682264
401,0.01305892118425281,,
402,0.012849704500425744,0.012433268129825592,19.059920507723273
403,0.012906235539250903,,
404,0.0128698515602284,0.011751092970371246,19.401304041160593
405,0.012757775546224029,,
406,0.01293470155171774,0.011894244700670242,19.338602578523705
