epoch,train_loss,val_loss,val_psnr
407,0.012758517982783142,,
408,0.013223548074839291,0.01288572046905756,18.93980507971733
409,0.01253280429928391,,
410,0.012617561966180801,0.012216190807521343,19.157914028579064
411,0.013077019851792741,,
412,0.012555993472536406,0.01243807002902031,19.056092327349184
413,0.013109621833320017,,
414,0.012785300612449646,0.012635957449674606,19.0086805659552
415,0.012835893469552198,,
416,0.012789922904361177,0.012411503121256828,19.088812473293295
417,0.012715101966427432,,
418,0.012442820877940566,0.013104847632348537,18.874910435391374
419,0.012934949697443732,,
420,0.012737315268842158,0.01235337182879448,19.109614719580335
421,0.012996995580141191,,
422,0.013143262480971989,0.012011774815618992,19.253591124873964
423,0.012636607512831688,,
424,0.012734932790475863,0.01325141079723835,18.859358482951425
425,0.012871064349181123,,
426,0.01275339798518905,0.012970293872058392,18.918569941131356
427,0.012499515312137428,,
428,0.012837013333208032,0.01187897939234972,19.34691216039439
429,0.012990584734965253,,
430,0.012676647208906986,0.012159658595919609,19.187556851755748
431,0.012612000694153485,,
432,0.012939614899180553,0.012409543618559837,19.115487433358247
433,0.012767402213756685,,
434,0.012801333434051938,0.012336510233581066,19.10592723080386
435,0.012936677542273645,,
436,0.012820093168152703,0.013377758674323559,18.83587842331803
437,0.013099775097712322,,
438,0.013068433575056217,0.012728819623589516,18.992555243742864
439,0.012554038936893145,,
440,0.012527834693038906,0.011921285651624203,19.28132042564232
441,0.012741335288242058,,
442,0.012884283714272358,0.012502034194767475,19.0331274066974
443,0.013062781964739164,,
444,0.012553780822566262,0.012276073917746544,19.10957073605315
445,0.012768264721941066,,
446,0.012754271841711469,0.012086188420653343,19.213881128175125
447,0.01261127967801359,,
448,0.012561912510406089,0.01392928697168827,18.77857461383492
449,0.012611679111917814,,
450,0.012536780425795802,0.012517011724412441,19.02956409410353
451,0.012663724763249909,,
452,0.012670119051580076,0.012386029586195946,19.08520850055529
453,0.012923006761681151,,
454,0.01285500786508675,0.01245312113314867,19.04817322953687
455,0.012630919943115226,,
456,0.012438501334852643,0.011882000602781773,19.282454584658993
457,0.012484556064009666,,
458,0.01259323730374928,0.011468330398201942,19.54413006839918
459,0.013016123048685215,,
460,0.012678180976460377,0.012459393590688705,19.06283824291867
461,0.012928494838652787,,
462,0.012557083568363278,0.012668369337916374,18.997341453543328
463,0.012355809151712391,,
464,0.01240568032005319,0.01252732053399086,19.119722820717662
465,0.01267274410498363,,
466,0.012440286783708466,0.011798597872257233,19.329406228930402
467,0.012636514415067655,,
468,0.012453387629378724,0.011170193552970886,19.681208684235962
469,0.012615530441204706,,
470,0.012831417636738883,0.012797256000339985,18.974797973035713
471,0.012671558841787002,,
472,0.012667370615182099,0.01239069364964962,19.075486783283516
473,0.01277671992364857,,
474,0.012633200182958885,0.012336076237261295,19.10280960493934
475,0.012652399535808299,,
476,0.01278480094064165,0.011918768286705017,19.285188726405693
477,0.012918425344482617,,
478,0.012532956518784718,0.012719960883259773,19.011098147852724
479,0.012521973259195133,,
480,0.012575270539080655,0.01215813122689724,19.20493544642929
481,0.012436983244562591,,
482,0.012684808906029773,0.012732108123600483,18.976311747702685
483,0.012521589140373247,,
484,0.012546276915128584,0.012085489928722382,19.211373580300204
485,0.012537746483253108,,
486,0.012578154534653382,0.012403671629726887,19.104069768760425
487,0.012635848450439947,,
488,0.012492431879595475,0.013007068075239658,18.88918649870006
489,0.012238156102183793,,
490,0.01229136357842772,0.011550639756023884,19.449935394193837
491,0.012582745782479091,,
492,0.012358211739747613,0.012769751250743866,18.99382570420511
493,0.012741959757275052,,
494,0.012637915262193591,0.012953978963196278,19.026403386369715
495,0.012333682738244534,,
496,0.012531755837025467,0.011647764593362808,19.39981233260898
497,0.012336436590110814,,
498,0.012589380214059795,0.011875898577272892,19.294577916667087
499,0.01258844678738603,,
500,0.012296823853695835,0.012808403931558132,19.022827592377155
501,0.01244658205865158,,
502,0.012400970104391928,0.012170630507171154,19.160647517955617
503,0.012422739562612993,,
504,0.012681395332846377,0.012147877365350723,19.16184377867843
505,0.01234678337695422,,
506,0.012579061125439626,0.011694729328155518,19.37686499573339
507,0.012439309998794838,,
508,0.012549145216191257,0.011917170137166977,19.26307092523284
509,0.012453882472106704,,
510,0.012423310187403802,0.01161133125424385,19.401569394002546
511,0.012226418833489771,,
512,0.012199007492098544,0.012027465738356113,19.206214875854506
513,0.012389978980300602,,
514,0.012621035902864404,0.01260213740170002,19.0192043162684
515,0.012279105372726917,,
516,0.012290503933197923,0.01178637146949768,19.349705462507615
517,0.012305354733985883,,
518,0.012683798869450888,0.013001419603824615,18.929047047082594
519,0.012178189483367734,,
520,0.012443007176948918,0.012106106616556644,19.193161159693283
521,0.0125646255220528,,
522,0.012617512364630346,0.012284725904464722,19.117256688783527
523,0.012565603410756146,,
524,0.012666229676041339,0.011760301887989044,19.33448733726126
525,0.012402867622397564,,
526,0.012434473226743716,0.01168148685246706,19.38680545876055
527,0.012363340084751448,,
528,0.012387694859946216,0.01226017251610756,19.17106488494761
529,0.01210575906076917,,
530,0.012411048877294417,0.011774464510381222,19.319697925706564
531,0.012343781758789663,,
532,0.01242599936409129,0.012153399176895618,19.17355058966046
533,0.012016876876630165,,
534,0.012219591756109838,0.011887685395777225,19.253774018204094
535,0.012208588490331615,,
536,0.012368555353195579,0.011773476377129555,19.328651845691866
537,0.012514345020193744,,
538,0.012404532896147834,0.011828300543129444,19.288311445364563
539,0.012451336339667992,,
540,0.01195607161908238,0.011592257767915726,19.41184631828329
541,0.012281654195653068,,
542,0.012295680068847206,0.011888926848769188,19.27424222703231
543,0.012107404017889942,,
544,0.012187870702257863,0.012351509183645248,19.10128074982069
545,0.0126240741185568,,
546,0.012360696991284689,0.011949415318667889,19.25191990006671
547,0.012175811609874168,,
548,0.012264575429812626,0.01344827190041542,18.818126063738898
549,0.012361459537512727,,
550,0.012350843012056969,0.012582248076796532,19.03076230342163
551,0.012242959156908371,,
552,0.012759376213782363,0.011949310079216957,19.238168767218255
553,0.012127354534135925,,
554,0.012310878822097072,0.012394526973366737,19.077146852095765
555,0.012398264163898097,,
556,0.012177510600950982,0.013064928352832794,18.923921332704037
557,0.0123890718376195,,
558,0.012425133579031186,0.011011657305061817,19.792290721752885
559,0.012297151437788098,,
560,0.01229495448232801,0.011498242616653442,19.468432022222053
561,0.012469170718557306,,
562,0.01251714493803404,0.011981954798102379,19.233470795829724
563,0.012224890153717112,,
564,0.012021016708954616,0.012540241703391075,19.02994168767502
565,0.012517325269679228,,
566,0.012004589110060974,0.011743014678359032,19.349723900134006
567,0.01218554908754649,,
568,0.011973312228090234,0.01203090138733387,19.215599041894627
569,0.012213045731186867,,
570,0.012395837206255507,0.011483397334814072,19.43941598639621
571,0.012412898690888175,,
572,0.01222094558869247,0.012243425473570824,19.156428218819197
573,0.01222249006645547,,
574,0.012432179655189867,0.011319361627101898,19.5724680892285
575,0.012187469233241346,,
576,0.012464375373114038,0.01171711552888155,19.331887753889085
577,0.012248638568928948,,
578,0.012220317152915177,0.01138870045542717,19.556176742781574
579,0.012298103870341071,,
580,0.012456887401640415,0.012819667346775532,19.008926948095613
581,0.01226160454529303,,
582,0.012223818994782589,0.012787587940692902,18.999755398179943
583,0.012191510759294033,,
584,0.012308619743971913,0.011094355024397373,19.652719267210344
585,0.012149654156355947,,
586,0.012435960686869092,0.011456402018666267,19.498234500426857
587,0.012040688276842789,,
588,0.011947716517304932,0.011412697844207287,19.507682737029945
589,0.012470721612098041,,
590,0.01220314115009926,0.011883464641869068,19.261835918354404
591,0.012400597747829225,,
592,0.012458836590802227,0.011719886213541031,19.324505627527433
593,0.012195873281194104,,
594,0.011898736521187756,0.011628950014710426,19.377310147343273
595,0.012312686105293257,,
596,0.011856722438500987,0.012042950838804245,19.23173405822083
597,0.01238367778973447,,
598,0.012210873266061148,0.01169733889400959,19.34272090280428
599,0.01197056582680455,,
600,0.012208278670355125,0.012501404620707035,19.071395897117192
601,0.012005024969025894,,
602,0.012328480370342731,0.012766582891345024,19.020793912741322
603,0.012379115619869143,,
604,0.012104034837749269,0.011634079739451408,19.36798713831478
605,0.011977780334375522,,
606,0.012140672446952926,0.01188327744603157,19.25235686861354
607,0.011745044099235977,,
608,0.012341254011348442,0.011572999879717827,19.38993166967495
609,0.012101506538413189,,
610,0.012017990772922834,0.01145896315574646,19.437375770533226
611,0.011912192925120945,,
612,0.012299418207947855,0.011478418484330177,19.47087813828517
613,0.012014131717107914,,
614,0.012309921629450939,0.013149525970220566,18.987541551325037
615,0.01221440849756753,,
616,0.012036321029342987,0.011626779101788998,19.36240816220329
617,0.011808649015923342,,
618,0.012066632923152711,0.011798891238868237,19.331027329338585
619,0.012099359115516697,,
620,0.011987239105144033,0.012340945191681385,19.09882182118978
621,0.01209212394638194,,
622,0.012138825668780892,0.011493552476167679,19.44036483962421
623,0.01225082679755158,,
624,0.012116249754197068,0.011998660862445831,19.273534302935328
625,0.012056162684328027,,
626,0.012373047294440094,0.011242114007472992,19.60537917875517
627,0.012316563718572811,,
628,0.012185670262961476,0.011483645997941494,19.440805734746423
629,0.011858464322156377,,
630,0.012086702062299958,0.011109455488622189,19.614237477391796
631,0.011801513377577066,,
632,0.011871313262316916,0.011601319536566734,19.364005145961894
633,0.012027039330590654,,
634,0.01211127966504406,0.012378111481666565,19.144225857645566
635,0.012080958871929734,,
636,0.01219328741232554,0.011709855869412422,19.33562286166453
637,0.012157255921650815,,
638,0.012198938436254306,0.010795471258461475,19.85609071281939
639,0.012078157315651575,,
640,0.012214530776772235,0.011694628745317459,19.348757668150178
641,0.01178260430417679,,
642,0.01200861069891188,0.012289052829146385,19.139305655134095
643,0.011917745246103516,,
644,0.011867980369263224,0.011522575281560421,19.420090922792316
645,0.012022631035910713,,
646,0.011799421437360623,0.011565692722797394,19.404506341760563
647,0.011846234470053955,,
648,0.01208565525572609,0.011262016370892525,19.564155231758
649,0.011760785813546844,,
650,0.01198020077276009,0.011640298180282116,19.370935108264632
651,0.01211155130079499,,
652,0.012104169879522588,0.011759293265640736,19.321694624145092
653,0.01216583381648417,,
654,0.012054902535897714,0.011659353971481323,19.378308435314207
655,0.012187205737939587,,
656,0.011975940454889226,0.011961709707975388,19.29417284662565
657,0.01167757095148166,,
658,0.011933440446025796,0.011498896405100822,19.40755271156003
659,0.012177747708779794,,
660,0.01172436987636266,0.012417985126376152,19.137839179946937
661,0.011944262379849399,,
662,0.012034034149514304,0.01105073094367981,19.67174409084082
663,0.01250175507394252,,
664,0.012279382147998721,0.011432359926402569,19.488993719907317
665,0.01204711140167934,,
666,0.011859071061567025,0.011186054907739162,19.561068061090584
667,0.012224886014505668,,
668,0.011980390348644168,0.01075669378042221,19.88191949159347
669,0.011800142419007089,,
670,0.012229401928683123,0.011197557672858238,19.589875621571334
671,0.011964689767747014,,
672,0.01199689717894351,0.011052711866796017,19.64988685621568
673,0.012160774423844285,,
674,0.012032017491205974,0.011465359479188919,19.42049578076419
675,0.012423572027020983,,
676,0.012039678378237618,0.01117483340203762,19.589131015999325
677,0.01199346584164434,,
678,0.011779666723062595,0.011990556493401527,19.23229139764742
679,0.011965539168428492,,
